Key,File,Type,UsedInMainMenu,english
itemAECMushroomToxin,,,false,"Concentrated Spore Toxin"
itemAECMushroomToxin_desc,,,false,"A vial of distilled spore toxin extracted from the boss's glands. Highly dangerous — and highly valuable."
itemAECMushroomMinionBundle,,,false,"[00C850]Mushroom Colony Bundle[-]"
itemAECMushroomMinionBundle_desc,,,false,"A reward bundle for clearing a wave of Mushroom minions."
itemAECMushroomHuntBundle,,,false,"[00DC50]Mushroom Boss Hunt Bundle[-]"
itemAECMushroomHuntBundle_desc,,,false,"A premium reward bundle for hunting the Mushroom Boss."
itemAECMushroomMinionContract,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Mushroom Contract | Minion Horde[-]"
itemAECMushroomMinionContract_desc,,,false,"Contract: Survive three timed waves of Mushroom minions. Deploy the signal lure to begin."
itemAECMushroomHuntContract,,,false,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Mushroom Contract | Boss Hunt[-]"
itemAECMushroomHuntContract_desc,,,false,"Contract: Survive two timed waves of Mushroom minions — then the Boss itself appears."
questAECMushroomHordeMinion_name,,,false,"Mushroom Colony — Horde"
questAECMushroomHordeMinion_subtitle,,,false,"Eliminate the Mushroom Colony"
questAECMushroomHordeMinion_description,,,false,"Deploy the signal lure and survive three timed waves of Mushroom minions."
questAECMushroomHordeMinion_offer,,,false,"These fungal freaks are spreading faster than we can contain them. Trigger the lure and hold through three timed waves."
questAECMushroomHordeMinion_statement,,,false,"Hold through three timed Mushroom waves. Don't let them overwhelm you."
questAECMushroomHordeMinion_response,,,false,"Contract accepted. I'll handle the mushroom horde."
questAECMushroomHordeMinion_completion,,,false,"Colony cleared. The spores have stopped spreading — for now."
questAECMushroom_obj_wave1,,,false,"Survive wave 1"
questAECMushroom_obj_wave2,,,false,"Survive wave 2"
questAECMushroom_obj_wave3,,,false,"Survive wave 3"
questAECMushroomHordeMinion_obj_wave1,,,false,"Survive wave 1"
questAECMushroomHordeMinion_obj_wave2,,,false,"Kill Wave 2 Mushroom Minions"
questAECMushroomHordeMinion_obj_wave3,,,false,"Kill Final Wave Mushroom Minions"
Vampirism,,,false,"[00DC50]VAMPIRISM[-]"
# --- Boss Summon Phase Messages ---
eventMushroomSummonPhase1_msg,,,false,"| [FF6600]PHASE 1:[-] The Mushroom Boss calls its colony! Minions incoming!"
eventMushroomSummonPhase2_msg,,,false,"| [FF4400]PHASE 2:[-] The Boss is weakening — its spores surge with desperation!"
eventMushroomSummonPhase3_msg,,,false,"| [FF0000]PHASE 3:[-] FINAL STAND — The Mushroom Boss unleashes everything!"
# --- Quest Wave Messages ---
eventAECMushroomPatrolArrival_msg,,,false,"| [00C850]PATROL:[-] Mushroom scouts have been spotted nearby!"
eventAECMushroomPatrolWave1_msg,,,false,"| [00C850]PATROL:[-] Mushroom scouts are incoming!"
eventAECMushroomAssaultArrival_msg,,,false,"| [00C850]ASSAULT:[-] A mushroom strike group is moving on your position!"
eventAECMushroomAssaultWave1_msg,,,false,"| [00C850]WAVE 1:[-] First assault wave of Mushroom minions!"
eventAECMushroomAssaultWave2_msg,,,false,"| [00C850]WAVE 2:[-] Second assault wave incoming!"
eventAECMushroomWaveArrival_msg,,,false,"| [00C850]ALERT:[-] Mushroom minions are converging on your position. Get ready!"
eventAECMushroomWave1_msg,,,false,"| [00C850]WAVE 1:[-] Mushroom spores are closing in!"
eventAECMushroomWave2_msg,,,false,"| [00C850]WAVE 2:[-] A second wave of spores arrives!"
eventAECMushroomWave3_msg,,,false,"| [00C850]FINAL WAVE:[-] The mushroom colony's last defenders surround you!"
eventAECMushroomHuntArrival_msg,,,false,"| [00DC50]HUNT:[-] The Mushroom Boss's colony is mobilizing. Survive the waves — then face the Boss!"
eventAECMushroomHuntWave1_msg,,,false,"| [00DC50]WAVE 1:[-] Mushroom minions guard the boss!"
eventAECMushroomHuntWave2_msg,,,false,"| [00DC50]WAVE 2:[-] More guardians emerge!"
eventAECMushroomHuntBossSpawn_msg,,,false,"| [FF0000]BOSS:[-] THE MUSHROOM BOSS arrives! Finish this!"
AECHeadlessBoss,entityclasses,Entity,false,"[FF2A2A]The Headless[-]"
AECHeadlessMinion01,entityclasses,Entity,false,"Headless Arlene"
AECHeadlessMinion02,entityclasses,Entity,false,"Headless Boe"
AECHeadlessMinion03,entityclasses,Entity,false,"Headless Steve"
AECHeadlessMinion04,entityclasses,Entity,false,"Headless Nurse"
AECHeadlessMinion05,entityclasses,Entity,false,"Headless Businessman"
AECHeadlessMinion06,entityclasses,Entity,false,"Headless Burnt"
AECHeadlessMinion07,entityclasses,Entity,false,"Headless Demolition"
AECHeadlessMinion08,entityclasses,Entity,false,"Headless Skateboarder"
AECHeadlessMinion09,entityclasses,Entity,false,"Headless Party Girl"
AECHeadlessMinion10,entityclasses,Entity,false,"Headless Hazmat"
AECHeadlessBossLootBag,entityclasses,Entity,false,"Headless Boss Loot Bag"
AECHeadlessMinionLootBag,entityclasses,Entity,false,"Headless Minion Loot Bag"
itemAECHeadlessArm,,,false,"[FF0000]AEC[-] [FF2A2A]Headless Arm[-]"
itemAECHeadlessArm_desc,,,false,"A blood-soaked arm torn from the Headless boss. The flesh is warm and refuses to rot."
itemAECHeadlessLeg,,,false,"[FF0000]AEC[-] [FF2A2A]Headless Leg[-]"
itemAECHeadlessLeg_desc,,,false,"A brutal leg trophy from the Headless boss. Bone splinters still jut from the stump."
itemAECHeadlessTorso,,,false,"[FF0000]AEC[-] [FF2A2A]Headless Torso[-]"
itemAECHeadlessTorso_desc,,,false,"The butchered torso of the Headless boss. It twitches as if the fight never ended."
itemAECHeadlessHead,,,false,"[FF0000]AEC[-] [FF2A2A]Headless Skull[-]"
itemAECHeadlessHead_desc,,,false,"What remains of the Headless boss's upper frame. A grisly proof of the kill."
itemAECHeadlessHeart,,,false,"[FF0000]AEC[-] [FF2A2A]Headless Heart[-]"
itemAECHeadlessHeart_desc,,,false,"A rare heart ripped from the Headless boss. It beats in violent bursts."
itemAECHeadlessZombiePart,,,false,"[FF0000]AEC[-] [B22222]Headless Zombie Part[-]"
itemAECHeadlessZombiePart_desc,,,false,"A chunk of butchered Headless minion flesh. Traders still pay for enough of them."
itemAECDoomlordZombiePart,,,false,"[FF0000]AEC[-] [CCAA44]Doomlord Zombie Part[-]"
itemAECDoomlordZombiePart_desc,,,false,"A butchered Doomlord minion part. Traders still pay for enough of them."
itemAECDumdumZombiePart,,,false,"[FF0000]AEC[-] [D28B36]Dumdum Zombie Part[-]"
itemAECDumdumZombiePart_desc,,,false,"A butchered Dumdum minion part. Traders still pay for enough of them."
itemAECExecutionerZombiePart,,,false,"[FF0000]AEC[-] [8B0000]Executioner Zombie Part[-]"
itemAECExecutionerZombiePart_desc,,,false,"A butchered Executioner minion part. Traders still pay for enough of them."
itemAECHammerGuardianZombiePart,,,false,"[FF0000]AEC[-] [C58A3A]Hammer Guardian Zombie Part[-]"
itemAECHammerGuardianZombiePart_desc,,,false,"A butchered Hammer Guardian minion part. Traders still pay for enough of them."
itemAECGhostZombiePart,,,false,"[FF0000]AEC[-] [CDD7E3]Ghost Zombie Part[-]"
itemAECGhostZombiePart_desc,,,false,"A cold chunk torn from a Ghost minion. Traders still pay for enough of them."
itemAECDruidZombiePart,,,false,"[FF0000]AEC[-] [88CC88]Druid Zombie Part[-]"
itemAECDruidZombiePart_desc,,,false,"A butchered Druid minion part. Traders still pay for enough of them."
itemAECMechanicianZombiePart,,,false,"[FF0000]AEC[-] [87A8B3]Mechanician Zombie Part[-]"
itemAECMechanicianZombiePart_desc,,,false,"A butchered Mechanician minion part. Traders still pay for enough of them."
itemAECSingerieZombiePart,,,false,"[FF0000]AEC[-] [B99255]Singerie Zombie Part[-]"
itemAECSingerieZombiePart_desc,,,false,"A butchered Singerie minion part. Traders still pay for enough of them."
itemAECWitchZombiePart,,,false,"[FF0000]AEC[-] [AFAFAF]Witch Zombie Part[-]"
itemAECWitchZombiePart_desc,,,false,"A scorched Witch minion part. Traders still pay for enough of them."
itemAECMushroomZombiePart,,,false,"[FF0000]AEC[-] [A88B5A]Mushroom Zombie Part[-]"
itemAECMushroomZombiePart_desc,,,false,"A rotten fragment from a Mushroom minion. Traders still pay for enough of them."
buffAECHeadlessPlayerAura,,,false,"[FF2A2A]HEADLESS PRESSURE[-]"
buffAECHeadlessPlayerAuraDesc,,,false,"The Headless is close. Panic rises and your stamina drains under its murderous aura."
questAECMushroomHunt_name,,,false,"Mushroom Boss — Hunt"
questAECMushroomHunt_subtitle,,,false,"Hunt and Kill the Mushroom Boss"
questAECMushroomHunt_description,,,false,"Deploy the signal lure. Survive two timed waves of minions — then face the Mushroom Boss itself."
questAECMushroomHunt_offer,,,false,"The Mushroom Boss is out there. Its colony is expanding and its drain power is unlike anything I've seen. Survive the escorts, then put it down."
questAECMushroomHunt_statement,,,false,"Survive the minion escort, then kill the Mushroom Boss. Don't let it drain you dry."
questAECMushroomHunt_response,,,false,"Contract accepted. The Mushroom Boss dies today."
questAECMushroomHunt_completion,,,false,"The Mushroom Boss is dead. The colony will scatter without its core."
questAECMushroomHunt_obj_wave1,,,false,"Survive guard wave 1"
questAECMushroomHunt_obj_wave2,,,false,"Survive guard wave 2"
questAECMushroomHunt_obj_boss,,,false,"Kill the Mushroom Boss"
# --- T1 Patrol Contract ---
itemAECMushroomMinionPatrolContract,,,false,"[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Mushroom Contract | Minion Patrol[-]"
itemAECMushroomMinionPatrolContract_desc,,,false,"Contract: Survive a timed patrol wave of Mushroom spore-walkers. Deploy the signal lure to begin."
itemAECMushroomMinionPatrolPOIContract,,,false,"[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Mushroom Contract | POI Patrol[-]"
itemAECMushroomMinionPatrolPOIContract_desc,,,false,"Contract: Clear a spore-walker position, then survive the responding patrol wave."
# --- T2 Assault Contract ---
itemAECMushroomMinionAssaultContract,,,false,"[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Mushroom Contract | Minion Assault[-]"
itemAECMushroomMinionAssaultContract_desc,,,false,"Contract: Survive two timed assault waves of Mushroom spore-walkers. Deploy the signal lure to begin."
itemAECMushroomMinionAssaultPOIContract,,,false,"[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Mushroom Contract | POI Assault[-]"
itemAECMushroomMinionAssaultPOIContract_desc,,,false,"Contract: Clear a fungal nest then survive two timed assault waves."
# --- T3 Horde Minion POI Contract ---
itemAECMushroomHordeMinionPOIContract,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Mushroom Contract | POI Horde[-]"
itemAECMushroomHordeMinionPOIContract_desc,,,false,"Contract: Breach a fortified location and survive three timed waves of the Mushroom horde."
# --- T4 Hunt POI Contract ---
itemAECMushroomHuntPOIContract,,,false,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Mushroom Contract | POI Hunt[-]"
itemAECMushroomHuntPOIContract_desc,,,false,"Contract: Fight through the Mushroom Boss's timed guard waves in its lair, then destroy the core."
# --- T1/T2 Bundles ---
itemAECMushroomT1Bundle,,,false,"Mushroom Spore Cache (T1)"
itemAECMushroomT1Bundle_desc,,,false,"A small supply drop for eliminating a mushroom patrol. Contains basic resources."
itemAECMushroomT2Bundle,,,false,"Mushroom Spore Cache (T2)"
itemAECMushroomT2Bundle_desc,,,false,"A supply drop for repelling a mushroom assault. Contains improved resources."
# --- T1 Patrol Quest (Wilderness) ---
questAECMushroomMinionPatrol_name,,,false,"Mushroom Patrol"
questAECMushroomMinionPatrol_subtitle,,,false,"Eliminate the Spore-Walker Scouts"
questAECMushroomMinionPatrol_description,,,false,"A small patrol of mushroom minions has been spotted nearby. Lure them out and survive the patrol wave before the infection spreads."
questAECMushroomMinionPatrol_offer,,,false,"We've spotted spore-walkers moving in the area. Use this signal lure to draw them in and hold through the patrol wave."
questAECMushroomMinionPatrol_statement,,,false,"Deploy the lure, wait for the patrol to arrive, then survive the wave."
questAECMushroomMinionPatrol_response,,,false,"Understood. I'll hold through the patrol."
questAECMushroomMinionPatrol_completion,,,false,"The patrol wave is broken. Good work keeping the infestation in check."
questAECMushroom_obj_patrol,,,false,"Survive the Spore-Walker patrol"
# --- T1 Patrol Quest (POI) ---
questAECMushroomMinionPatrolPOI_name,,,false,"Mushroom Patrol (POI)"
questAECMushroomMinionPatrolPOI_subtitle,,,false,"Clear the Fungal Scouts"
questAECMushroomMinionPatrolPOI_description,,,false,"Spore-walkers have taken over a nearby location. Move in, clear the area, and hold through the patrol wave when it arrives."
questAECMushroomMinionPatrolPOI_offer,,,false,"There's a fungal presence at a location nearby. Get in there, clear the building, and survive the patrol wave that responds."
questAECMushroomMinionPatrolPOI_statement,,,false,"Navigate to the location, clear the sleepers, then survive the patrol wave."
questAECMushroomMinionPatrolPOI_response,,,false,"On my way. I'll clear it out."
questAECMushroomMinionPatrolPOI_completion,,,false,"Location cleared. The patrol wave is broken."
# --- T2 Assault Quest (Wilderness) ---
questAECMushroomMinionAssault_name,,,false,"Mushroom Assault"
questAECMushroomMinionAssault_subtitle,,,false,"Repel Two Waves of Spore-Walkers"
questAECMushroomMinionAssault_description,,,false,"A larger spore-walker formation is converging. Set up at the signal point and survive two timed assault waves."
questAECMushroomMinionAssault_offer,,,false,"This isn't just a patrol — it's full assault formation. Get to position and hold through two timed waves."
questAECMushroomMinionAssault_statement,,,false,"Deploy the lure, survive the first wave, then hold through the second. Don't break position."
questAECMushroomMinionAssault_response,,,false,"I'll hold the line."
questAECMushroomMinionAssault_completion,,,false,"Both assault waves broken. The spore-walkers are retreating."
# --- T2 Assault Quest (POI) ---
questAECMushroomMinionAssaultPOI_name,,,false,"Mushroom Assault (POI)"
questAECMushroomMinionAssaultPOI_subtitle,,,false,"Clear the Nest and Repel Assault Waves"
questAECMushroomMinionAssaultPOI_description,,,false,"A spore-walker nest has been identified at a POI. Clear the building and survive two timed reinforcement waves."
questAECMushroomMinionAssaultPOI_offer,,,false,"That location has become a staging area. Clear the fungals inside and repel the counter-attack."
questAECMushroomMinionAssaultPOI_statement,,,false,"Enter the POI, clear sleepers, then hold through two timed assault waves."
questAECMushroomMinionAssaultPOI_response,,,false,"Moving to the objective."
questAECMushroomMinionAssaultPOI_completion,,,false,"Nest cleared and both assault waves routed. The location is secure."
# --- T3 Horde (POI) ---
questAECMushroomHordeMinionPOI_name,,,false,"Mushroom Horde (POI)"
questAECMushroomHordeMinionPOI_subtitle,,,false,"Survive the Fungal Horde in the Field"
questAECMushroomHordeMinionPOI_description,,,false,"The mushroom horde has entrenched at a fortified location. Breach it and survive three escalating timed waves."
questAECMushroomHordeMinionPOI_offer,,,false,"The horde is using a location as a rally point. Take it from them, then hold through all three timed waves."
questAECMushroomHordeMinionPOI_statement,,,false,"Get to the POI, clear it out, then survive all three timed horde waves. This won't be pretty."
questAECMushroomHordeMinionPOI_response,,,false,"Three waves in a POI. I'll make it out."
questAECMushroomHordeMinionPOI_completion,,,false,"Three waves. All of them gone. The POI is ours now."
# --- T4 Hunt (POI) ---
questAECMushroomHuntPOI_name,,,false,"Mushroom Boss Hunt (POI)"
questAECMushroomHuntPOI_subtitle,,,false,"Destroy the Core in Its Lair"
questAECMushroomHuntPOI_description,,,false,"The Mushroom Boss has taken residence in a fortified POI. Fight through its timed escort waves and destroy it before it fully colonizes the location."
questAECMushroomHuntPOI_offer,,,false,"The Boss isn't wandering this time — it's dug in. Get there, fight through its timed guards, and rip out the core."
questAECMushroomHuntPOI_statement,,,false,"Clear the POI, survive two timed escort waves, then kill the Mushroom Boss. Don't let it drain you."
questAECMushroomHuntPOI_response,,,false,"Moving to its lair. The Boss dies today."
questAECMushroomHuntPOI_completion,,,false,"The Mushroom Boss is dead in its own lair. The colony has nowhere left to rally."
AECTheArcherBoss,entityclasses,Entity,false,"The Archer Boss"
AECArcherMinionBow,entityclasses,Entity,false,"Archer Minion - Bow"
AECArcherMinionExplosiveCrossbow,entityclasses,Entity,false,"Archer Minion - Explosive Crossbow"
AECArcherMinionFlamingCrossbow,entityclasses,Entity,false,"Archer Minion - Flaming Crossbow"
AECArcherMinionCrossbow,entityclasses,Entity,false,"Archer Minion - Crossbow"
AECArcherBossLootBag,entityclasses,Entity,false,"Archer Boss Loot"
AECArcherMinionBowLootBag,entityclasses,Entity,false,"Archer Minion Loot"
AECArcherMinionExplosiveLootBag,entityclasses,Entity,false,"Archer Explosive Minion Loot"
AECArcherMinionFlamingLootBag,entityclasses,Entity,false,"Archer Flaming Minion Loot"
AECArcherMinionCrossbowLootBag,entityclasses,Entity,false,"Archer Crossbow Minion Loot"
itemAECArcherArrow,,,false,"Archer's Relic Arrow"
itemAECArcherArrow_desc,,,false,"A reinforced arrow taken from the Archer Boss. Unnaturally sharp and still warm to the touch."
itemAECArcherQuiver,,,false,"Archer's Quiver Fragment"
itemAECArcherQuiver_desc,,,false,"A piece of the Archer Boss's quiver. Smells of resin and dried blood."
itemAECArcherBracer,,,false,"Archer's Bracer"
itemAECArcherBracer_desc,,,false,"A worn leather bracer stripped from the Archer Boss's arm. Reinforced with bone and wire."
itemAECArcherMask,,,false,"Archer's War Mask"
itemAECArcherMask_desc,,,false,"A cracked war mask ripped from the Archer Boss's face. The eye slots still seem to track you."
itemAECArcherCore,,,false,"Archer's Core"
itemAECArcherCore_desc,,,false,"The crystallized essence of the Archer Boss. Radiates strange energy. High trade value."
itemAECArcherMinionPart,,,false,"Archer Minion Fragment"
itemAECArcherMinionPart_desc,,,false,"A broken piece of equipment from one of the Archer Boss's minions. Tradeable."
itemAECArcherMinionPatrolContract,,,false,"[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Archer Contract | Scout Patrol[-]"
itemAECArcherMinionPatrolContract_desc,,,false,"Contract: Hold through two timed Archer scout patrol waves, then kill 2 zombies from the final push in the wilderness. Deploy the signal lure to begin."
itemAECArcherMinionPatrolPOIContract,,,false,"[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Archer Contract | POI Patrol[-]"
itemAECArcherMinionPatrolPOIContract_desc,,,false,"Contract: Clear a nearby site, hold through two timed Archer patrol waves, then kill 2 zombies from the final push."
itemAECDoomlordArcherMinionPatrolContract,,,false,"[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Joint Contract | Mixed Patrol[-]"
itemAECDoomlordArcherMinionPatrolContract_desc,,,false,"Contract: Hold through two timed mixed Doomlord and Archer patrol waves, then kill 2 zombies from the final push in the wilderness."
itemAECArcherT1Bundle,,,false,"Archer Supply Cache (T1)"
itemAECArcherT1Bundle_desc,,,false,"A small reward cache dropped after clearing an Archer patrol. Contains basic supplies and Archer fragments."
itemAECArcherMinionAssaultContract,,,false,"[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Archer Contract | Minion Assault[-]"
itemAECArcherMinionAssaultContract_desc,,,false,"Contract: Repel a full Archer assault in the wilderness. Survive three timed waves, then kill 3 zombies from the final breach."
itemAECArcherMinionAssaultPOIContract,,,false,"[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Archer Contract | POI Assault[-]"
itemAECArcherMinionAssaultPOIContract_desc,,,false,"Contract: Clear an Archer-held site, survive three timed reinforcement waves, then kill 3 zombies from the final breach."
itemAECDoomlordArcherMinionAssaultContract,,,false,"[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Joint Contract | Mixed Assault[-]"
itemAECDoomlordArcherMinionAssaultContract_desc,,,false,"Contract: Repel a coordinated Doomlord and Archer assault force in the wilderness. Survive three timed mixed waves, then kill 3 zombies from the final breach."
itemAECArcherHordeContract,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Archer Contract | Horde[-]"
itemAECArcherHordeContract_desc,,,false,"Contract: Hold against a full Archer horde in the wilderness. Survive four timed waves, then kill 4 zombies from the final push."
itemAECArcherHordePOIContract,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Archer Contract | POI Horde[-]"
itemAECArcherHordePOIContract_desc,,,false,"Contract: Clear an Archer strongpoint, survive four timed horde waves, then kill 4 zombies from the final push."
itemAECDoomlordArcherHordeContract,,,false,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Joint Contract | Mixed Horde[-]"
itemAECDoomlordArcherHordeContract_desc,,,false,"Contract: Survive a large mixed horde of Doomlord troops and Archer raiders. Hold four timed waves, then kill 4 zombies from the final push."
itemAECArcherT2Bundle,,,false,"Archer Supply Cache (T2)"
itemAECArcherT2Bundle_desc,,,false,"A reinforced supply drop earned by breaking an Archer assault."
itemAECArcherT3Bundle,,,false,"Archer War Cache (T3)"
itemAECArcherT3Bundle_desc,,,false,"A heavier reward crate dropped after destroying an Archer horde."
itemAECDoomlordArcherWarbandContract,,,false,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Joint Contract | Warband[-]"
itemAECDoomlordArcherWarbandContract_desc,,,false,"Contract: Draw in a five-wave mixed Doomlord and Archer warband in the wilderness. Survive the full special assault exactly as currently structured."
itemAECDoomlordArcherWarbandPOIContract,,,false,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Joint Contract | Warband Strongpoint[-]"
itemAECDoomlordArcherWarbandPOIContract_desc,,,false,"Contract: Clear a contested strongpoint and survive five mixed Doomlord and Archer counterattack waves in the current special format."
itemAECArcherHuntContract,,,false,"[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Archer Contract | Hunt[-]"
itemAECArcherHuntContract_desc,,,false,"Contract: Survive six Archer minion waves in the wilderness, then kill the Archer Boss."
itemAECArcherSiegeContract,,,false,"[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Archer Contract | Siege[-]"
itemAECArcherSiegeContract_desc,,,false,"Contract: Clear a contested site, endure six Archer reinforcement waves, then defeat the Archer Boss."
itemAECArcherContract_100waveschallenge_deadeyegauntlet,,,false,"[FFA500]AEC 100 waves super-challenge [FFD700]★[-] |[-] [FFD700]Archer Deadeye Gauntlet[-]"
itemAECArcherContract_100waveschallenge_deadeyegauntlet_desc,,,false,"Survive 100 non-linear Archer waves built from pure bow lines, low crossbow kill zones, incendiary and explosive volleys, full firing-line crossfire, and a final duel against the Archer Boss."
itemAECDoomlordArcherLastStandContract,,,false,"[C77DFF]AEC 6[FFD700]★[-] |[-] [FFD700]Joint Contract | Last Stand[-]"
itemAECDoomlordArcherLastStandContract_desc,,,false,"Contract: Survive seven mixed Doomlord and Archer waves, then defeat both bosses at once."
itemAECArcherT4Bundle,,,false,"Archer War Cache (T4)"
itemAECArcherT4Bundle_desc,,,false,"A heavy crate dropped after destroying a mixed Archer warband."
itemAECArcherT5Bundle,,,false,"Archer Boss Cache (T5)"
itemAECArcherT5Bundle_desc,,,false,"A high-value reward crate dropped after killing the Archer Boss."
itemAECArcherT6Bundle,,,false,"Archer Final Cache (T6)"
itemAECArcherT6Bundle_desc,,,false,"An elite reward crate dropped after surviving the final mixed boss contract."
itemAECAllInOneHuntContract,,,false,"[FF4DFF]AEC 9[FFD700]★[-] |[-] [FFD700]The All-In-One Hunt[-]"
itemAECAllInOneHuntContract_desc,,,false,"Legendary contract | deploy the All-In-One Lure and survive the full endgame boss gauntlet. Each pair is scheduled around a 120 second phase window."
itemAECMinionsArmyContract_100waveshardchallenge,,,false,"[FF0000]AEC 100 waves hard-challenge [FFD700]★[-] |[-] [FFD700]The minions army[-]"
itemAECMinionsArmyContract_100waveshardchallenge_desc,,,false,"Endgame contract | deploy the All-In-One Lure and survive 100 crossed waves made of AEC minions only, with selected vanilla reinforcements. No boss spawns in this challenge."
itemAECMinionsArmyContract_100wavesextremechallenge,,,false,"[FF4DFF]AEC 100 waves extreme-challenge [FFD700]★[-] |[-] [FFD700]The minions army[-]"
itemAECMinionsArmyContract_100wavesextremechallenge_desc,,,false,"Extreme contract | deploy the All-In-One Lure and survive 100 crossed waves where every even wave summons one random boss from the full AEC boss cluster."
itemAECAllInOneHuntBundle,,,false,"All-In-One Final Cache"
itemAECAllInOneHuntBundle_desc,,,false,"The reward crate dropped for clearing the full All-In-One boss hunt."
questAECAllInOneHunt_name,,,false,"[FF0000]T[-][FF7F00]h[-][FFFF00]e[-] [00FF00]A[-][00BFFF]l[-][0000FF]l[-]-[8B00FF]I[-][FF1493]n[-]-[FF0000]O[-][FF7F00]n[-][FFFF00]e[-] [00FF00]H[-][00BFFF]u[-][0000FF]n[-][8B00FF]t[-]"
questAECAllInOneHunt_subtitle,,,false,"Deploy the All-In-One Lure and survive every boss pair"
questAECAllInOneHunt_description,,,false,"This is the end of the line. Place the All-In-One Lure in the wilderness, hold the ground for the opening countdown, then eliminate every active boss pair in sequence."
questAECAllInOneHunt_offer,,,false,"You wanted every major threat in one place. Here it is. Plant the All-In-One Lure and be ready to stand there when the sky starts answering back."
questAECAllInOneHunt_statement,,,false,"Place the lure, survive the timed sequence, and kill every boss pair before the gauntlet reaches its final wave."
questAECAllInOneHunt_response,,,false,"Then take the contract. If you finish it, there won't be a higher one left to offer."
questAECAllInOneHunt_completion,,,false,"The whole line came for you and broke on your position."
questAECMinionsArmyHardChallenge_name,,,false,"[00E5FF]AEC 100 waves hard-challenge [FFD700]★[-] |[-] [FFD700]The minions army[-]"
questAECMinionsArmyHardChallenge_subtitle,,,false,"No boss. Every AEC minion. 100 crossed waves."
questAECMinionsArmyHardChallenge_description,,,false,"Place the All-In-One Lure in the wilderness and hold the area through 100 crossed waves made from the full AEC minion roster. The escort pressure stays mixed and no boss enters the field."
questAECMinionsArmyHardChallenge_offer,,,false,"You asked for the whole minion roster without bosses. Fine. Plant the All-In-One Lure and survive the full crossed-wave army."
questAECMinionsArmyHardChallenge_statement,,,false,"Deploy the lure, survive every crossed wave, and hold until the complete Minions Army finishes its push."
questAECMinionsArmyHardChallenge_response,,,false,"Take it then. If you clear this one, you did it against the full AEC minion line, not a boss shortcut."
questAECMinionsArmyHardChallenge_completion,,,false,"You held against the full Minions Army and no boss was needed to break you."
questAECMinionsArmyExtremeChallenge_name,,,false,"[8B00FF]AEC 100 waves extreme-challenge [FFD700]★[-] |[-] [FFD700]The bosses army[-]"
questAECMinionsArmyExtremeChallenge_subtitle,,,false,"Even waves call one random AEC boss. 100 crossed waves."
questAECMinionsArmyExtremeChallenge_description,,,false,"Place the All-In-One Lure in the wilderness and hold the area through 100 crossed waves. Every even wave replaces the minion push with one random boss from the full AEC boss cluster."
questAECMinionsArmyExtremeChallenge_offer,,,false,"You wanted the hard Minions Army to stop playing fair. Fine. Plant the All-In-One Lure and face the crossed waves again, but every even wave now rolls a random boss."
questAECMinionsArmyExtremeChallenge_statement,,,false,"Deploy the lure, survive the crossed waves, and endure the random boss rotation on every even wave until wave 100 breaks."
questAECMinionsArmyExtremeChallenge_response,,,false,"Take it. If you finish this one, you cleared the Minions Army with the whole boss cluster cutting into every even wave."
questAECMinionsArmyExtremeChallenge_completion,,,false,"You held through the full Minions Army pattern even while the boss cluster kept breaking into the even waves."
questAECAllInOneHunt_obj_pair01,,,false,"Kill Dumdum and Running K"
questAECAllInOneHunt_obj_pair02,,,false,"Kill Doomlord and the Witch"
questAECAllInOneHunt_obj_pair03,,,false,"Kill Electric Demon and Explosive Eagle"
questAECAllInOneHunt_obj_pair04,,,false,"Kill Hammer Guardian and Mechanician"
questAECAllInOneHunt_obj_pair05,,,false,"Kill Druid and Executioner"
questAECAllInOneHunt_obj_pair06,,,false,"Kill Party Beach and Mykir"
questAECAllInOneHunt_obj_pair07,,,false,"Kill Hellskyli and Rockbreaker"
questAECAllInOneHunt_obj_pair08,,,false,"Kill The Ghost and Singerie"
questAECAllInOneHunt_obj_pair09,,,false,"Kill Siren Head and Mushroom"
questAECAllInOneHunt_obj_pair10,,,false,"Kill Headless and Archer"
